id_smlouvy,celkova_spotreba,cena_za_mwh,mena,celkova_cena v CZK
1098,938012.6843036213,2918.0938638739517,EUR,109488362.33209325
1099,932063.473904356,3692.09920429861,EUR,137650832.41432282
1100,927805.137150155,4599.287987589365,CZK,4267243022.1184115
1101,949047.1927829721,4024.204281965862,EUR,152766391.0793967
1102,973188.2593328962,3416.9361653342694,CZK,3325322158.993279
1103,956342.9840053876,2086.1533733836,CZK,1995078142.1945777
1104,906385.1420664638,4629.61576888506,EUR,167848597.85576105
1105,935351.4390368037,2997.0171428599915,CZK,2803264297.3920627
1106,930921.8124967965,2888.6138548007075,CZK,2689073645.3144326
1107,896370.3146445261,2145.2593395244794,CZK,1922946789.1636658
1108,885234.244036285,5750.265580783952,CZK,5090332004.413151
1109,953059.5577573791,5928.0926541913905,CZK,5649825363.348414
1110,925998.9495144746,4313.36445587296,CZK,3994170955.0114346
1111,913119.6981469017,4447.482311618697,EUR,162443348.23595798
1112,897153.1571926356,4999.77627869167,EUR,179422602.94740313
1113,935759.9732674613,2228.560132581419,CZK,2085397370.0893188
1114,884464.1318249339,4933.449979362813,CZK,4363459552.898869
1115,939581.948968699,2461.8441036941053,EUR,92524171.24024029
1116,895933.1875083338,4414.80706348103,CZK,3955372164.6188664
1117,877887.9214849327,3788.3697812587366,CZK,3325764073.0855613
1118,935782.2715868475,5188.448014278479,CZK,4855257668.811783
1119,890590.5690899991,4460.619961222976,CZK,3972586069.7597795
1120,949417.0183162686,4036.4851579584224,CZK,3832307703.1467576
1121,933934.2265091809,2141.9040042554293,CZK,2000397459.4712117
1122,936479.674705975,5762.531469723656,CZK,5396493596.249754
1123,885960.2973173462,2911.331972200831,CZK,2579324539.680544
1124,960522.1748091808,5563.35505830609,EUR,213749035.99359286
1125,951207.2520549223,4280.669823196199,EUR,162872167.17907548
1126,880737.4514539943,5412.526821201094,CZK,4767015078.431041
1127,955753.0662385648,3321.194856654511,CZK,3174242167.8233
1128,934052.2276195165,2367.219493803176,CZK,2211106641.451201
1129,905022.8099891561,2697.7979201383687,CZK,2441568654.4665275
1130,928273.240012697,4159.628865057566,CZK,3861272163.817324
1131,907593.1449490951,2246.9236098481174,CZK,2039292465.5224264
1132,935331.1603945845,2138.8310111116652,CZK,2000515291.5109963
1133,949543.3715172949,4861.16921315758,EUR,184635640.16710895
1134,916065.4539771694,5458.326840118352,EUR,200007386.18995148
1135,935151.8299541554,2568.0122625388053,CZK,2401481366.6578746
1136,904801.9526964221,5779.688166800066,CZK,5229473139.297104
1137,919136.9934252173,3511.370361236132,CZK,3227430396.628998
1138,904052.5715034704,2132.7422194754276,EUR,77124443.51483117
1139,918946.9517068239,2920.581096928625,CZK,2683859096.2351317
1140,886576.5806275669,2716.4047040984733,EUR,96332031.76641048
1141,894957.8954143515,5787.9127278731285,CZK,5179938193.779273
1142,923545.202286134,3948.759753112145,CZK,3646858124.9673004
1143,924605.368616847,3247.9726630766336,EUR,120123718.45605652
1144,900500.5251499257,5393.788678102914,CZK,4857109537.179398
1145,890336.3398799103,3587.067027570164,CZK,3193696128.2307296
1146,899126.9929425365,4983.951355592948,EUR,179248207.8130466
1147,919220.1158727774,1874.4390299700497,CZK,1723022062.3255255
1148,885942.5728236442,2084.789590070496,CZK,1847003853.2230058
1149,945036.5551226704,4035.5012796128635,EUR,152547849.09913877
1150,895399.1430697175,3623.6726673844414,EUR,129785336.04564744
1151,883678.3109444482,4369.4986058020895,CZK,3861231147.649312
1152,971762.7466533933,2700.787198166397,CZK,2624524385.8165
1153,934090.2659920804,4514.905872144844,CZK,4217329627.040983
1154,879277.0590182899,3421.2166417558637,EUR,120327892.28110105
1155,924968.6496964563,5929.882664229682,EUR,219398222.43163815
1156,918096.5914677436,2661.941085816007,CZK,2443919037.5756207
1157,923223.2148349036,2323.907552726945,CZK,2145485401.8076835
1158,891693.6948258313,2496.8727435525957,CZK,2226445682.2083244
1159,893465.3117426067,2075.2263791183477,CZK,1854142783.7554555
1160,907655.6798523488,3990.8863851814494,CZK,3622350695.155351
1161,947664.5806501495,2641.0799300647386,CZK,2502857904.3883266
1162,889729.1436912984,2354.6747200923446,EUR,83800908.89517239
1163,941969.2235941913,4439.324380770295,CZK,4181706940.2369585
1164,908679.1280382784,2805.5446392055537,CZK,2549339856.425769
1165,975025.1732802603,4785.142445010667,CZK,4665634341.617254
1166,898821.5342741521,2714.899296977538,EUR,97608398.0603667
1167,909600.2814213961,4366.214955463298,CZK,3971510352.235724
1168,931054.7471361845,5040.905238786634,EUR,187734350.09743828
1169,892028.697733264,3859.2171825482956,EUR,137701299.10473567
1170,919960.7399327811,2092.689426623247,CZK,1925192113.3658297
1171,899398.4096888126,3359.6524519153036,CZK,3021666072.359744
1172,922349.5326086689,2452.9822839576454,CZK,2262507063.1056795
1173,910569.6251575281,3442.631402391374,CZK,3134755585.6310487
1174,891779.5124533119,5240.4726822024095,CZK,4673346173.559364
1175,892836.232490311,4662.670395026564,CZK,4163001068.8396273
1176,900087.9490789376,3484.9059931466854,CZK,3136721888.1042986
1177,875446.7747076632,5059.476735806016,CZK,4429302590.069833
1178,861480.7006445653,4773.744161303405,CZK,4112488464.77756
1179,876249.4494111341,4680.731006222024,CZK,4101487967.0436726
1180,911651.4214516887,4635.834675326689,CZK,4226265271.3766036
1181,883616.6207465791,2586.926109785075,CZK,2285850907.249382
1182,910651.6109568325,5648.979792589089,CZK,5144252548.383847
1183,960570.2683360728,2218.952691040081,CZK,2131459981.8574214
1184,912143.1739894939,2654.3291818857133,EUR,96845129.79112685
1185,886075.4603824227,4135.014403157033,CZK,3663934790.9653163
1186,927071.5707064068,3580.2096492020246,CZK,3319110582.943955
1187,950053.9564640736,5971.382931504005,CZK,5673135979.637418
1188,891066.0199505832,5064.034169203596,CZK,4512388772.046007
1189,889077.6853022513,4153.416218983223,CZK,3692709678.070432
1190,870303.0994663533,3710.2402471489486,CZK,3229033586.8585386
1191,893257.934381805,3021.1778428597154,CZK,2698691079.312947
1192,920608.7090622317,3630.929510154166,CZK,3342665329.038988
1193,938074.136100315,3476.7375861703285,CZK,3261437607.5942254
1194,916967.7387681596,2826.5370756894117,EUR,103673732.43357146
1195,897875.1704327803,5147.408178270038,CZK,4621729995.351297
1196,911179.0217089938,2571.5848380145994,CZK,2343174156.9438243
1197,937873.2765402535,5009.640877638381,CZK,4698408304.2007
1198,971805.7802072566,2885.387007468497,CZK,2804035771.992804
1199,893535.8826843273,3364.8250386591867,EUR,120263676.43986648
1200,890552.5425395275,5974.9817907127435,CZK,5321035225.346613
1201,927408.783149696,2941.9711401482227,CZK,2728409875.146387
1202,935558.403286495,4362.249198780698,CZK,4081138895.149062
1203,869350.2589848221,5009.049104619695,CZK,4354618136.368823
1204,904609.3241798893,4692.931317351433,CZK,4245269427.411917
1205,894152.9334874831,4403.773334862051,EUR,157505873.83123437
1206,875208.3096492934,5676.049088708274,CZK,4967725328.414781
1207,908346.1840500247,4066.6773430365342,CZK,3693950846.3099294
1208,879670.130092239,3968.7892316576913,EUR,139649013.58883995
1209,936163.429167405,4391.14706957666,CZK,4110831298.633288
1210,878438.8345354734,3856.6222714576575,CZK,3387806773.382815
1211,937614.0190250109,3329.580793664641,EUR,124874465.18465559
1212,864218.2330978131,5565.901893201004,CZK,4810153899.737945
1213,960147.7591652166,5254.2346878981825,CZK,5044841661.713591
1214,917980.6455309757,5590.913811839406,EUR,205294026.80401543
1215,894637.195367296,4838.182547718459,EUR,173136722.60663363
1216,967565.8823910401,3169.512453527688,CZK,3066712113.846908
1217,892997.9887781633,4572.813270153945,CZK,4083513053.305569
1218,881779.7939851974,5299.2004840322825,CZK,4672727911.096245
1219,931076.8686670759,3482.4419723381584,CZK,3242421166.9194083
1220,884551.1766007219,4515.749295938876,CZK,3994411352.956614
1221,963086.4612546343,4307.510008434769,CZK,4148504570.8423615
1222,857748.8031962776,2310.2601824997305,CZK,1981622906.6111577
1223,945606.6387852492,4486.765070641492,CZK,4242714837.468362
1224,956929.1570848426,5431.522044453246,EUR,207903272.46745542
1225,957932.0308151329,5894.698696783567,CZK,5646720693.6532
1226,901584.8212098059,2858.8876957466355,EUR,103101190.08114576
1227,875910.970959115,2439.8554386008927,CZK,2137096146.2247853
1228,912427.244359631,5534.025520430888,CZK,5049395655.822628
1229,878828.3905359732,3271.3457755789486,CZK,2874951542.8387027
1230,892243.8003290127,4697.997254317294,EUR,167670356.9650932
1231,905317.6384480185,2309.1265261510325,CZK,2090492973.5327294
1232,885094.2123162147,5812.6049936371,CZK,5144703038.348525
1233,961205.9734569822,5786.433988048647,EUR,222478196.5730747
1234,884320.7649781805,3197.1969649091843,CZK,2827347665.794407
1235,891140.1881183462,3500.0541798186714,CZK,3119038940.2280145
1236,926820.0896533564,4885.187746701558,CZK,4527690145.371416
1237,899333.4658994904,4887.620215732139,CZK,4395600428.6147995
1238,976833.5793596377,2840.384576960842,CZK,2774583033.0705695
1239,932482.8871238806,2614.0303055530494,CZK,2437538526.351427
1240,943756.7915855722,4140.154732962614,CZK,3907299147.4486175
1241,953537.4359994433,3591.6383062387013,EUR,136990463.26272938
1242,912946.2407752533,3509.79270114894,EUR,128170082.09657387
1243,925065.2267033852,3485.972194306647,EUR,128990066.32831903
1244,894807.0075291911,4234.162869803559,EUR,151550344.2768054
1245,887620.5054105439,5686.621319324275,CZK,5047561689.536986
1246,939889.2903224957,5853.003154998092,CZK,5501174981.606485
1247,929642.0256125284,3779.2884472548894,CZK,3513385367.480063
1248,930340.6477367019,5001.948511461902,CZK,4653516018.099097
1249,920512.0219975543,5518.654903369861,CZK,5079988183.807709
1250,936419.9336257621,3160.769018655463,CZK,2959807114.6557136
1251,917410.4600007825,4577.8292343242665,CZK,4199748423.6664553
1252,945630.0334758598,5595.2615795907095,CZK,5291047394.814555
1253,927041.290008425,2496.1786405378134,CZK,2314060667.015651
1254,935439.1232784765,4787.309501590499,CZK,4478236603.030537
1255,901977.1466995158,3306.9071425627717,CZK,2982754668.8490176
1256,880469.9746519756,4896.849702593359,EUR,172461165.3406764
1257,905020.1525314642,5277.898682772108,EUR,191064186.8371211
1258,931923.474650681,2372.893507678058,CZK,2211355162.651378
1259,918521.209255771,4576.210257825,EUR,168133847.1930433
1260,904222.668805569,4687.698585675182,EUR,169548933.02781215
1261,950957.4268656959,1878.4427758957775,CZK,1786319108.6803036
1262,958048.4666073261,5324.945721862892,EUR,204062243.3439194
1263,941795.5098265101,2175.299835921647,CZK,2048687617.9973514
1264,962451.7267936605,3356.9929718346734,CZK,3230943682.5764637
1265,887395.5313491434,5957.975182396433,EUR,211483222.1099077
1266,932957.7826118325,2472.9071596020112,CZK,2307117980.227217
1267,978912.0720995136,2321.7732972757003,CZK,2272811909.381476
1268,914145.5830161377,4627.728647043881,EUR,169216708.08369645
1269,896211.8502296283,5103.076609471492,CZK,4573437730.037984
1270,913980.7799974096,3933.151278593558,CZK,3594824673.456749
1271,942565.8751695426,3629.151049798046,EUR,136828557.4150144
1272,957206.4095217921,5388.143140246259,CZK,5157565149.264595
1273,885678.8322330514,5881.552749722725,CZK,5209166771.091516
1274,931132.5136679058,2742.2744519207936,CZK,2553420903.584287
1275,992588.8602687794,2634.7455618182257,CZK,2615219094.3033776
1276,898233.973692148,4520.893453284539,CZK,4060820091.1825886
1277,866310.7459433062,3501.168877336946,CZK,3033100221.7992578
1278,848844.1903844161,3106.4528304866494,CZK,2636894437.861818
1279,871287.5239061456,1852.39440987773,EUR,64558725.547198124
1280,873946.3652190248,5021.287986982788,CZK,4388336384.941562
1281,963499.777529326,5792.032647827976,CZK,5580622167.624847
1282,963775.5304953392,3269.2244885595505,CZK,3150798565.769835
1283,900574.2000525512,4839.42724035436,CZK,4358263315.6946535
1284,932756.7708619446,4181.738896596165,CZK,3900545269.7768307
1285,902348.4331530307,5968.985273443964,CZK,5386104509.005675
1286,899055.1356929876,5574.519999875954,EUR,200472033.39646998
1287,924186.84751698,4989.2379610327425,EUR,184439524.10875583
1288,903270.7111622555,4223.346003841932,CZK,3814824748.3745713
1289,840176.5597540913,2249.2498432470898,CZK,1889766995.326769
1290,905508.0442300424,3233.1472491925642,CZK,2927640842.3241005
1291,856140.1653653922,1915.3659631624084,EUR,65592869.29748432
1292,895850.6068448864,3908.7551006704166,CZK,3501660628.943638
1293,894383.4514657878,4999.095436916614,CZK,4471108231.076352
1294,939310.2009728345,5976.940144794663,EUR,224568033.94438708
1295,918175.5339901982,4050.6920409729096,EUR,148769853.1100059
1296,921744.0368985159,3124.0504029826375,CZK,2879574829.9196515
1297,936088.5546832739,2997.7522449987655,CZK,2806161566.319434
1298,905399.6317808701,3167.8939499486805,CZK,2868210015.804382
1299,914236.7674596194,3788.1240770842587,CZK,3463242310.969467
1300,936732.8321751702,4031.800676969927,CZK,3776720066.903808
1301,906007.9764433443,5432.237769239458,EUR,196866029.95470992
1302,856209.615710214,4606.249715913175,CZK,3943915299.127302
1303,898112.9088142791,3197.3776674204328,CZK,2871606157.46478
1304,940359.487154497,3451.3269540250794,CZK,3245488044.489516
1305,902075.3075699498,5669.368522814627,CZK,5114197353.945396
1306,840823.717962371,2244.134159100994,EUR,75476849.09046628
1307,965260.9459147042,4319.5215338619455,CZK,4169465441.6745157
1308,889755.8526571053,3626.2918092239206,EUR,129060574.42798027
1309,947163.7188091646,2689.46129078796,CZK,2547360157.77602
1310,927208.5559404015,2356.0857799669775,CZK,2184582893.7148957
1311,876058.800974926,2399.9246580010035,CZK,2102475118.3185184
1312,960461.183722842,3548.489782888327,CZK,3408186697.3013334
1313,916059.4791348847,2687.26188711352,EUR,98467668.98432952
1314,912801.3383223234,2196.006371149052,EUR,80180702.18196815
1315,921349.2513583272,3063.771182977397,CZK,2822803285.769441
1316,945145.7151046671,4822.121483091161,CZK,4557607457.457773
1317,916025.8917448052,3901.182421975413,CZK,3573584106.9491863
1318,933170.4701048101,2982.7369838349728,EUR,111336082.9361714
1319,923913.2075587562,2727.4203058866533,CZK,2519899643.1726217
1320,913761.5505425963,3845.366325160705,CZK,3513747895.683131
1321,902616.2674297132,4573.374840887223,EUR,165120101.13754335
1322,907297.2774305508,5989.8829904085305,EUR,217384181.17300904
1323,925141.284804565,5373.059437540052,EUR,198833564.45508388
1324,898247.5066865339,5942.52297251199,CZK,5337856443.486345
1325,925672.2939370632,3681.2967829819254,CZK,3407674437.76601
1326,906694.5517548936,5702.418339417568,CZK,5170351640.177096
1327,934822.9384831748,4899.410197427216,CZK,4580081037.593342
1328,928442.377982893,2762.9856472954984,CZK,2565272964.7076354
1329,884997.5482336128,4327.3714447051825,EUR,153188524.75440934
1330,890257.6377819659,3186.323539239301,CZK,2836648867.2522535
1331,917546.6738723908,2501.226181244997,EUR,91799670.52815554
1332,891709.0673323034,4765.676862824617,EUR,169983890.82225907
1333,878398.623728355,3995.4424681566766,CZK,3509591165.214647
1334,898936.9258658844,3731.153781747492,EUR,134162876.41987836
1335,917671.3317937905,3503.0503451583418,CZK,3214648875.582153
1336,892196.6568759861,2527.2275478944293,CZK,2254783969.396306
1337,947242.6364369355,3950.9695896612584,CZK,3742526850.592888
1338,903490.0204744849,4519.6162718951,CZK,4083428198.031319
1339,923901.358660721,3609.34063754803,CZK,3334674718.8999777
1340,955176.9845226747,2460.5712495265143,CZK,2350281026.325926
1341,881163.9877414681,3303.154396517969,CZK,2910620700.161536
1342,859428.8210035819,5743.950129684135,CZK,4936516287.857807
1343,865298.9993044054,3392.4217291942327,CZK,2935459127.49029
1344,936289.2796708633,4529.843052458618,EUR,169649739.54434177
1345,911248.3138665294,1976.6970979002717,CZK,1801261897.4864845
1346,836268.1801627907,5011.268121352018,EUR,167630562.88603437
1347,897706.6127802455,4066.1943005835124,EUR,146009980.4993266
1348,880846.6573651076,4095.08661504938,CZK,3607143356.4868393
1349,916680.8752571018,5388.432981618834,EUR,197578938.4741835
1350,928695.4943257597,3661.70255646447,EUR,136024266.62998676
1351,957734.5909747916,5124.658901830541,CZK,4908063097.229998
1352,925731.4286038381,4743.260063812331,CZK,4390984915.112521
1353,912045.7335076466,5308.048713480883,CZK,4841183182.380992
1354,924460.3074932449,5170.3173641270805,CZK,4779753180.2785845
1355,906771.5638417724,5777.814542966961,CZK,5239157928.713887
1356,940286.2936929319,2894.027867614322,CZK,2721214737.48313
1357,918725.0690286186,5959.440956428747,CZK,5475087804.0669775
1358,904867.1913331749,3233.0846550094675,CZK,2925512231.120804
1359,940949.559201709,4571.362788322482,EUR,172056872.02492538
1360,895205.2374605252,2512.8468324024843,CZK,2249513645.3027945
1361,941844.3986083834,5468.225526742885,EUR,206008703.30760655
1362,930099.5747771929,5826.564568933362,CZK,5419285227.976779
1363,912254.9681905691,3315.5097850198035,EUR,120983610.93875046
1364,867670.499063048,4072.6851922697597,CZK,3533748793.303388
1365,927215.7361842315,5670.639194552523,CZK,5257905895.412175
1366,887006.4894721188,2289.7385645409104,EUR,81240518.63769445
1367,892082.2375369354,2424.139636410875,EUR,86501276.43805546
1368,930789.1065242869,2797.4234821041064,CZK,2603811303.477741
1369,914046.2876856958,3858.2929855095945,CZK,3526658380.208805
1370,939249.6338741427,2020.0168230819095,CZK,1897300061.4992924
1371,906996.3309645234,4066.6848695805975,CZK,3688468255.8985434
1372,869677.5328062149,3033.144747780796,CZK,2637857840.8941317
1373,877715.9685495491,1974.9543928683229,CZK,1733449007.7776067
1374,939166.5167383573,5677.537321072668,EUR,213286117.97935367
1375,868138.1411701768,2740.6505741087403,EUR,95170531.80014959
1376,884724.4174771387,4743.684099706806,CZK,4196853151.8086686
1377,902791.3700087633,2888.0026593677458,EUR,104290555.09758236
1378,911731.0833237986,4883.671340585086,EUR,178103798.47796112
1379,893962.4675866223,5588.473718710177,CZK,4995885755.621138
1380,874711.2214975795,1955.5503381476267,CZK,1710541824.981115
1381,895514.9891346503,3093.1187423697725,CZK,2769934196.9654503
1382,932716.6551673241,5871.081487619598,CZK,5476055487.347349
1383,880651.5861364229,4367.075609812016,CZK,3845872062.5586386
1384,898857.2099657928,3504.4699863104506,EUR,126000724.57215486
1385,902457.7866477335,2991.424748887176,CZK,2699634557.803973
1386,886362.8415559685,4659.282096407062,CZK,4129814518.582214
1387,916905.3906084258,4356.6347487217645,CZK,3994621886.014971
1388,945717.1862782433,4877.811180327166,CZK,4613029864.655564
1389,919577.306408829,3852.0562356160426,EUR,141690539.89132538
1390,895525.2361434954,3364.6557423743543,CZK,3013134128.2313614
1391,902702.7582663363,3704.39619947589,CZK,3343968666.9782195
1392,885466.2449507881,2386.019247233832,CZK,2112739503.2284474
1393,899736.3955445203,3512.870327537953,CZK,3160657286.5142965
1394,876336.886713752,3471.664958863002,CZK,3042348061.7632294
1395,905745.19608487,4192.3047777024785,CZK,3797159912.927669
1396,935492.4990091496,4867.058140130406,EUR,182123855.29333672
1397,903220.8072672274,4866.869940461333,CZK,4395858196.488088
1398,933889.4815852056,4133.790922241002,CZK,3860503861.353278
1399,923417.5219790988,3046.693307864566,CZK,2813369984.5786014
1400,905236.2242841505,2032.9657445229443,CZK,1840314234.670967
1401,943265.821869319,3379.523824009857,EUR,127511572.69526406
1402,867443.8739519045,2546.5949624721684,EUR,88361127.9853305
1403,941688.6764982914,3177.9630343465665,CZK,2992651803.7743125
1404,908405.2520395692,3012.5759432911964,CZK,2736639809.053782
1405,925552.3100848966,2760.123528411718,CZK,2554638707.841141
1406,859734.9216069281,5271.3573945739645,CZK,4531970036.386148
1407,950797.564699726,4863.767476512549,CZK,4624458271.933864
1408,911757.4062662392,4992.545653912707,CZK,4551990476.077235
1409,933664.7885180444,3488.2558564355136,EUR,130274466.65982775
1410,913381.7495410499,4793.859228826479,CZK,4378623529.479038
1411,964882.9687071495,2726.826137764023,CZK,2631068098.954001
1412,952788.5186576904,1962.2250047550588,EUR,74783418.22214608
1413,933312.2701366836,4045.0689014883405,CZK,3775312439.307384
1414,919454.4426192266,4400.925668677937,CZK,4046450657.70292
1415,927504.0603632524,1818.7803153668174,CZK,1686926127.41148
1416,925105.6423894607,1833.7282576346051,EUR,67855694.30987072
1417,900550.3440936212,2139.1973136502493,CZK,1926454876.8918822
1418,933846.3820162659,5402.56825843017,EUR,201806752.86923733
1419,915070.0947226688,5401.271340091305,CZK,4942541876.800187
1420,934963.8992846935,2924.830375710034,EUR,109384432.51280674
1421,907771.3355662876,4443.852310653347,CZK,4034001747.101122
1422,925080.0345932613,2124.310230981016,CZK,1965156981.9627373
1423,962172.173233268,4567.555629116329,CZK,4394774926.030705
1424,921964.9913827671,4511.90535237306,EUR,166392751.17281955
1425,910252.6710903131,4281.219936115946,EUR,155879675.2949856
1426,951927.2379669856,3443.9132204647594,CZK,3278354799.755005
1427,882270.3768081408,5579.4477097282,CZK,4922581433.2432165
1428,905793.2256393495,1977.4285686051826,EUR,71645656.0651316
1429,922744.6134433828,2703.098765287845,CZK,2494269825.2748175
1430,962586.7113341942,2467.891852620158,CZK,2375559902.3420897
1431,867487.4777186842,5278.639616807066,CZK,4579153766.969884
1432,928274.8634591409,2906.652696775982,EUR,107926905.40891472
1433,884993.2541466786,4980.979169548132,CZK,4408132964.0952215
1434,919782.3139854724,5266.801464843455,CZK,4844310838.635789
1435,909827.4357535824,3193.1334111232363,CZK,2905200383.461344
1436,920683.0142420543,5831.718128895742,CZK,5369163825.121764
1437,868813.2715370727,3469.2908985370696,CZK,3014165975.471782
1438,935110.150136877,5438.166138241121,EUR,203411374.1599974
1439,906452.0218099502,2554.799429527688,CZK,2315803108.21428
1440,943481.248328516,4489.152025963766,CZK,4235430757.3927813
